ADF_stat,ADF_p,KPSS_stat,KPSS_p,LjungBox_lag6_stat,LjungBox_lag6_p,DurbinWatson
-3.2217798576168746,0.01875808635691419,0.3298459068878896,0.1,3.3339432221941783,0.765915502731645,1.6246586666761789
