billing_month,month_label,root_state_name,gross_sale_amt,gross_sale_qty,fresh_ret_amt,net_sale_amt,net_sale_qty,return_rate_pct,net_sale_ratio,avg_temperature,avg_temperature_c,avg_humidity,total_rainfall_mm,weather_imputed,imputation_method,weather_obs_count
202504,Apr-2025,HIMACHAL PRADESH,2739.8617,41.2116,0.0,2723.2984,40.9222,0.0,99.4,87.29,30.72,35.11,0.04,False,observed,30.0
202505,May-2025,HIMACHAL PRADESH,813.8425,12.6175,0.0,-1629.6275,-31.3825,0.0,-200.24,88.49,31.38,53.61,4.44,False,observed,31.0
202506,Jun-2025,HIMACHAL PRADESH,745.6186,11.3916,17.2689,105.0413,-1.4093,2.32,14.09,89.97,32.21,61.64,2.76,False,observed,30.0
202507,Jul-2025,HIMACHAL PRADESH,1364.2866,20.4959,0.0,-5988.2675,-111.578,0.0,-438.93,85.68,29.82,80.8,11.11,False,observed,31.0
202508,Aug-2025,HIMACHAL PRADESH,1670.25,25.0,0.0,1336.17,19.0,0.0,80.0,84.63,29.24,82.14,14.45,False,observed,31.0
202509,Sep-2025,HIMACHAL PRADESH,11426.0,210.0,0.0,11314.64,208.0,0.0,99.03,85.43,29.68,73.35,6.53,False,observed,30.0
202510,Oct-2025,HIMACHAL PRADESH,5344.0,80.0,0.0,4675.84,68.0,0.0,87.5,77.27,25.15,72.72,2.46,False,observed,31.0
202511,Nov-2025,HIMACHAL PRADESH,39.2989,0.6939,0.0,-1464.2546,-26.3134,0.0,-3725.94,65.84,18.8,64.74,0.0,False,observed,30.0
202512,Dec-2025,HIMACHAL PRADESH,1501.9895,22.9306,0.0,1500.4043,22.9073,0.0,99.89,58.31,14.62,75.33,0.0,False,observed,31.0
202601,Jan-2026,HIMACHAL PRADESH,4112.8677,61.8515,0.0,4056.3099,60.8368,0.0,98.62,54.63,12.57,78.79,2.53,False,observed,31.0
202602,Feb-2026,HIMACHAL PRADESH,3646.4476,55.2049,0.0,3645.7753,55.1928,0.0,99.98,65.45,18.58,66.88,0.68,False,observed,28.0
202603,Mar-2026,HIMACHAL PRADESH,2820.4083,42.6202,0.0,2818.6503,42.5888,0.0,99.94,76.3,24.61,58.33,1.12,False,observed,31.0
202604,Apr-2026,HIMACHAL PRADESH,3495.6623,52.7483,0.0,3495.5265,52.7459,0.0,100.0,85.5,29.72,38.26,1.05,False,observed,30.0
202605,May-2026,HIMACHAL PRADESH,1377.1783,20.727,0.0,1376.0367,20.7068,0.0,99.92,91.53,33.07,39.03,0.83,False,observed,29.0
202606,Jun-2026,HIMACHAL PRADESH,3340.0,50.0,0.0,3340.0,50.0,0.0,100.0,92.94,33.86,52.24,5.87,True,monthly_climatology,
